Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered,Active
,Togo,8.6195,0.8248,2020-02-02,0,0,0,0
,Thailand,15.0,101.0,2020-02-02,19,0,5,14
,Tanzania,-6.369,34.8888,2020-02-02,0,0,0,0
,Taiwan*,23.7,121.0,2020-02-02,10,0,0,10
,Switzerland,46.8182,8.2275,2020-02-02,0,0,0,0
,Sweden,63.0,16.0,2020-02-02,1,0,0,1
,Suriname,3.9193,-56.0278,2020-02-02,0,0,0,0
,Sri Lanka,7.0,81.0,2020-02-02,1,0,0,1
,Norway,60.472,8.4689,2020-02-02,0,0,0,0
,Portugal,39.3999,-8.2245,2020-02-02,0,0,0,0
,Nigeria,9.082,8.6753,2020-02-02,0,0,0,0
,Malaysia,2.5,112.5,2020-02-02,8,0,0,8
,Madagascar,-18.7669,46.8691,2020-02-02,0,0,0,0
,Luxembourg,49.8153,6.1296,2020-02-02,0,0,0,0
,Lithuania,55.1694,23.8813,2020-02-02,0,0,0,0
,Liechtenstein,47.14,9.55,2020-02-02,0,0,0,0
,Liberia,6.4281,-9.4295,2020-02-02,0,0,0,0
,Lebanon,33.8547,35.8623,2020-02-02,0,0,0,0
,Latvia,56.8796,24.6032,2020-02-02,0,0,0,0
,Kyrgyzstan,41.2044,74.7661,2020-02-02,0,0,0,0
,Kuwait,29.5,47.75,2020-02-02,0,0,0,0
,South Korea,36.0,128.0,2020-02-02,15,0,0,15
,Kenya,-0.0236,37.9062,2020-02-02,0,0,0,0
,Kazakhstan,48.0196,66.9237,2020-02-02,0,0,0,0
,Jordan,31.24,36.51,2020-02-02,0,0,0,0
,North Macedonia,41.6086,21.7453,2020-02-02,0,0,0,0
,Japan,36.0,138.0,2020-02-02,20,0,1,19
,Italy,43.0,12.0,2020-02-02,2,0,0,2
,Israel,31.0,35.0,2020-02-02,0,0,0,0
,Ireland,53.1424,-7.6921,2020-02-02,0,0,0,0
,Iraq,33.0,44.0,2020-02-02,0,0,0,0
,Iran,32.0,53.0,2020-02-02,0,0,0,0
,Indonesia,-0.7893,113.9213,2020-02-02,0,0,0,0
,India,21.0,78.0,2020-02-02,2,0,0,2
,Iceland,64.9631,-19.0208,2020-02-02,0,0,0,0
,Hungary,47.1625,19.5033,2020-02-02,0,0,0,0
,Honduras,15.2,-86.2419,2020-02-02,0,0,0,0
,Holy See,41.9029,12.4534,2020-02-02,0,0,0,0
,Haiti,18.9712,-72.2852,2020-02-02,0,0,0,0
,Guyana,5.0,-58.75,2020-02-02,0,0,0,0
,Guinea,9.9456,-9.6966,2020-02-02,0,0,0,0
,Jamaica,18.1096,-77.2975,2020-02-02,0,0,0,0
,Malta,35.9375,14.3754,2020-02-02,0,0,0,0
,Maldives,3.2028,73.2207,2020-02-02,0,0,0,0
,Monaco,43.7333,7.4167,2020-02-02,0,0,0,0
,Mauritania,21.0079,10.9408,2020-02-02,0,0,0,0
,Moldova,47.4116,28.3699,2020-02-02,0,0,0,0
,Mexico,23.6345,-102.5528,2020-02-02,0,0,0,0
,Morocco,31.7917,-7.0926,2020-02-02,0,0,0,0
,Namibia,-22.9576,18.4904,2020-02-02,0,0,0,0
,Nepal,28.1667,84.25,2020-02-02,1,0,0,1
,Mauritius,-20.2,57.5,2020-02-02,0,0,0,0
,Mongolia,46.8625,103.8467,2020-02-02,0,0,0,0
Aruba,Netherlands,12.5186,-70.0358,2020-02-02,0,0,0,0
Sint Maarten,Netherlands,18.0425,-63.0548,2020-02-02,0,0,0,0
,Netherlands,52.1326,5.2913,2020-02-02,0,0,0,0
,New Zealand,-40.9006,174.886,2020-02-02,0,0,0,0
,Nicaragua,12.8654,-85.2072,2020-02-02,0,0,0,0
,Niger,17.6078,8.0817,2020-02-02,0,0,0,0
Curacao,Netherlands,12.1696,-68.99,2020-02-02,0,0,0,0
,Montenegro,42.5,19.3,2020-02-02,0,0,0,0
,South Sudan,6.877000000000002,31.307,2020-02-03,0,0,0,0
,Malawi,-13.254307999999998,34.301525,2020-02-03,0,0,0,0
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,2020-02-03,0,0,0,0
Saint Pierre and Miquelon,France,46.8852,-56.3159,2020-02-03,0,0,0,0
"Bonaire, Sint Eustatius and Saba",Netherlands,12.1784,-68.2385,2020-02-03,0,0,0,0
,Guinea-Bissau,11.8037,-15.1804,2020-02-03,0,0,0,0
,Mali,17.570692,-3.996166000000001,2020-02-03,0,0,0,0
,Saint Kitts and Nevis,17.357822,-62.782998,2020-02-03,0,0,0,0
Northwest Territories,Canada,64.8255,-124.8457,2020-02-03,0,0,0,0
Yukon,Canada,64.2823,-135.0,2020-02-03,0,0,0,0
,Kosovo,42.602636,20.902977,2020-02-03,0,0,0,0
,Burma,21.9162,95.956,2020-02-03,0,0,0,0
Anguilla,United Kingdom,18.2206,-63.0686,2020-02-03,0,0,0,0
British Virgin Islands,United Kingdom,18.4207,-64.64,2020-02-03,0,0,0,0
Turks and Caicos Islands,United Kingdom,21.694000000000006,-71.7979,2020-02-03,0,0,0,0
,MS Zaandam,0.0,0.0,2020-02-03,0,0,0,0
,Botswana,-22.3285,24.6849,2020-02-03,0,0,0,0
,Burundi,-3.3731,29.9189,2020-02-03,0,0,0,0
,Sierra Leone,8.460555000000001,-11.779889,2020-02-03,0,0,0,0
,West Bank and Gaza,31.9522,35.2332,2020-02-03,0,0,0,0
,Western Sahara,24.2155,-12.8858,2020-02-03,0,0,0,0
Henan,China,33.882,113.61399999999999,2020-02-03,0,0,16,-16
,Yemen,15.552727,48.516388,2020-02-03,0,0,0,0
,Libya,26.3351,17.228331,2020-02-03,0,0,0,0
,Cameroon,3.8480000000000003,11.5021,2020-02-03,0,0,0,0
,Canada,56.1304,-106.3468,2020-02-03,0,0,0,0
Heilongjiang,China,47.861999999999995,127.7615,2020-02-03,0,0,2,-2
Shanghai,China,31.201999999999998,121.4491,2020-02-03,0,0,10,-10
Yunnan,China,24.974,101.48700000000001,2020-02-03,0,0,5,-5
,Czechia,49.8175,15.472999999999999,2020-02-03,0,0,0,0
,Grenada,12.1165,-61.678999999999995,2020-02-03,0,0,0,0
,Mozambique,-18.6657,35.5296,2020-02-03,0,0,0,0
,Syria,34.8021,38.9968,2020-02-03,0,0,0,0
,Timor-Leste,-8.8742,125.7275,2020-02-03,0,0,0,0
,Laos,19.856270000000002,102.495496,2020-02-03,0,0,0,0
Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,2020-02-03,0,0,0,0
,South Sudan,6.8770000000000024,31.307,2020-02-03,0,0,0,0
,Yemen,15.552726999999999,48.516388,2020-02-03,0,0,0,0
,Tajikistan,38.861034000000004,71.276093,2020-02-03,0,0,0,0
,Lesotho,-29.609988,28.233608,2020-02-03,0,0,0,0
,Tajikistan,38.861034,71.276093,2020-02-03,0,0,0,0
,Comoros,-11.6455,43.3333,2020-02-03,0,0,0,0
,Sao Tome and Principe,0.18636,6.613081,2020-02-03,0,0,0,0
,Laos,19.85627,102.495496,2020-02-03,0,0,0,0
,Equatorial Guinea,1.5,10.0,2020-02-03,0,0,0,0
,Timor-Leste,-8.874217,125.727539,2020-02-03,0,0,0,0
,Costa Rica,9.7489,-83.7534,2020-02-03,0,0,0,0
,Congo (Kinshasa),-4.0383,21.7587,2020-02-03,0,0,0,0
,Congo (Brazzaville),-4.0383,21.7587,2020-02-03,0,0,0,0
,Colombia,4.5709,-74.2973,2020-02-03,0,0,0,0
Zhejiang,China,29.1832,120.0934,2020-02-03,724,0,43,681
Yunnan,China,24.974,101.487,2020-02-03,117,0,0,117
Xinjiang,China,41.1129,85.2401,2020-02-03,24,0,0,24
Tibet,China,31.6927,88.0924,2020-02-03,1,0,0,1
Tianjin,China,39.3054,117.323,2020-02-03,60,0,1,59
Sichuan,China,30.6171,102.7103,2020-02-03,254,1,14,239
Shanxi,China,37.5777,112.2922,2020-02-03,74,0,2,72
Shanghai,China,31.202,121.4491,2020-02-03,203,1,0,202
Shandong,China,36.3427,118.1498,2020-02-03,259,0,7,252
Shaanxi,China,35.1917,108.8701,2020-02-03,128,0,0,128
Qinghai,China,35.7452,95.9956,2020-02-03,13,0,0,13
Ningxia,China,37.2692,106.1655,2020-02-03,31,0,1,30
Macau,China,22.1667,113.55,2020-02-03,8,0,0,8
Liaoning,China,41.2956,122.6085,2020-02-03,74,0,1,73
Jilin,China,43.6661,126.1923,2020-02-03,31,0,1,30
Jiangxi,China,27.614,115.7221,2020-02-03,391,0,18,373
Jiangsu,China,32.9711,119.455,2020-02-03,271,0,8,263
Inner Mongolia,China,44.0935,113.9448,2020-02-03,34,0,1,33
Hunan,China,27.6104,111.7088,2020-02-03,521,0,22,499
Hubei,China,30.9756,112.2707,2020-02-03,13522,414,386,12722
Hong Kong,China,22.3,114.2,2020-02-03,15,0,0,15
,Cote d'Ivoire,7.54,-5.5471,2020-02-03,0,0,0,0
,Croatia,45.1,15.2,2020-02-03,0,0,0,0
,Diamond Princess,0.0,0.0,2020-02-03,0,0,0,0
,Cuba,22.0,-80.0,2020-02-03,0,0,0,0
,France,46.2276,2.2137,2020-02-03,6,0,0,6
Martinique,France,14.6415,-61.0242,2020-02-03,0,0,0,0
St Martin,France,18.0708,-63.0501,2020-02-03,0,0,0,0
Saint Barthelemy,France,17.9,-62.8333,2020-02-03,0,0,0,0
Reunion,France,-21.1351,55.2471,2020-02-03,0,0,0,0
New Caledonia,France,-20.9043,165.618,2020-02-03,0,0,0,0
Mayotte,France,-12.8275,45.1662,2020-02-03,0,0,0,0
Guadeloupe,France,16.25,-61.5833,2020-02-03,0,0,0,0
French Polynesia,France,-17.6797,149.4068,2020-02-03,0,0,0,0
French Guiana,France,3.9339,-53.1258,2020-02-03,0,0,0,0
,Finland,64.0,26.0,2020-02-03,1,0,0,1
,Fiji,-17.7134,178.065,2020-02-03,0,0,0,0
Henan,China,33.882,113.614,2020-02-03,566,2,0,564
,Ethiopia,9.145,40.4897,2020-02-03,0,0,0,0
,Estonia,58.5953,25.0136,2020-02-03,0,0,0,0
,Belize,13.1939,-59.5432,2020-02-03,0,0,0,0
,El Salvador,13.7942,-88.8965,2020-02-03,0,0,0,0
,Egypt,26.0,30.0,2020-02-03,0,0,0,0
,Ecuador,-1.8312,-78.1834,2020-02-03,0,0,0,0
,Dominican Republic,18.7357,-70.1627,2020-02-03,0,0,0,0
,Djibouti,11.8251,42.5903,2020-02-03,0,0,0,0
,Denmark,56.2639,9.5018,2020-02-03,0,0,0,0
Greenland,Denmark,71.7069,-42.6043,2020-02-03,0,0,0,0
Faroe Islands,Denmark,61.8926,-6.9118,2020-02-03,0,0,0,0
,Czechia,49.8175,15.473,2020-02-03,0,0,0,0
,Cyprus,35.1264,33.4299,2020-02-03,0,0,0,0
,Eswatini,-26.5225,31.4659,2020-02-03,0,0,0,0
Heilongjiang,China,47.862,127.7615,2020-02-03,121,2,0,119
Hebei,China,39.549,116.1306,2020-02-03,113,1,3,109
Hainan,China,19.1959,109.7453,2020-02-03,72,1,4,67
,Bhutan,27.5142,90.4336,2020-02-03,0,0,0,0
,Benin,9.3077,2.3158,2020-02-03,0,0,0,0
,Belgium,50.8333,4.0,2020-02-03,0,0,0,0
,Belarus,53.7098,27.9534,2020-02-03,0,0,0,0
,Barbados,13.1939,-59.5432,2020-02-03,0,0,0,0
,Bangladesh,23.685,90.3563,2020-02-03,0,0,0,0
,Bahrain,26.0275,50.55,2020-02-03,0,0,0,0
,Bahamas,25.0343,-77.3963,2020-02-03,0,0,0,0
,Azerbaijan,40.1431,47.5769,2020-02-03,0,0,0,0
,Austria,47.5162,14.5501,2020-02-03,0,0,0,0
Western Australia,Australia,-31.9505,115.8605,2020-02-03,0,0,0,0
Victoria,Australia,-37.8136,144.9631,2020-02-03,4,0,0,4
,Bolivia,-16.2902,-63.5887,2020-02-03,0,0,0,0
Tasmania,Australia,-41.4545,145.9707,2020-02-03,0,0,0,0
Queensland,Australia,-28.0167,153.4,2020-02-03,2,0,0,2
Northern Territory,Australia,-12.4634,130.8456,2020-02-03,0,0,0,0
New South Wales,Australia,-33.8688,151.2093,2020-02-03,4,0,2,2
Australian Capital Territory,Australia,-35.4735,149.0124,2020-02-03,0,0,0,0
,Armenia,40.0691,45.0382,2020-02-03,0,0,0,0
,Argentina,-38.4161,-63.6167,2020-02-03,0,0,0,0
,Antigua and Barbuda,17.0608,-61.7964,2020-02-03,0,0,0,0
,Angola,-11.2027,17.8739,2020-02-03,0,0,0,0
,Andorra,42.5063,1.5218,2020-02-03,0,0,0,0
,Algeria,28.0339,1.6596,2020-02-03,0,0,0,0
,Albania,41.1533,20.1683,2020-02-03,0,0,0,0
,Afghanistan,33.0,65.0,2020-02-03,0,0,0,0
South Australia,Australia,-34.9285,138.6007,2020-02-03,2,0,0,2
,Gabon,-0.8037,11.6094,2020-02-03,0,0,0,0
,Bosnia and Herzegovina,43.9159,17.6791,2020-02-03,0,0,0,0
,Brunei,4.5353,114.7277,2020-02-03,0,0,0,0
Guizhou,China,26.8154,106.8748,2020-02-03,46,0,2,44
Guangxi,China,23.8298,108.7881,2020-02-03,127,0,7,120
Guangdong,China,23.3417,113.4244,2020-02-03,725,0,21,704
Gansu,China,37.8099,101.0583,2020-02-03,55,0,3,52
Fujian,China,26.0789,117.9874,2020-02-03,179,0,1,178
Chongqing,China,30.0572,107.874,2020-02-03,337,2,9,326
Beijing,China,40.1824,116.4142,2020-02-03,212,1,12,199
Anhui,China,31.8257,117.2264,2020-02-03,408,0,14,394
,Chile,-35.6751,-71.543,2020-02-03,0,0,0,0
,Chad,15.4542,18.7322,2020-02-03,0,0,0,0
,Central African Republic,6.6111,20.9394,2020-02-03,0,0,0,0
Saskatchewan,Canada,52.9399,-106.4509,2020-02-03,0,0,0,0
,Brazil,-14.235,-51.9253,2020-02-03,0,0,0,0
Quebec,Canada,52.9399,-73.5491,2020-02-03,0,0,0,0
Ontario,Canada,51.2538,-85.3232,2020-02-03,3,0,0,3
Nova Scotia,Canada,44.682,-63.7443,2020-02-03,0,0,0,0
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-02-03,0,0,0,0
New Brunswick,Canada,46.5653,-66.4619,2020-02-03,0,0,0,0
Manitoba,Canada,53.7609,-98.8139,2020-02-03,0,0,0,0
British Columbia,Canada,49.2827,-123.1207,2020-02-03,1,0,0,1
Alberta,Canada,53.9333,-116.5765,2020-02-03,0,0,0,0
,Cameroon,3.848,11.5021,2020-02-03,0,0,0,0
,Cambodia,11.55,104.9167,2020-02-03,1,0,0,1
,Cabo Verde,16.5388,-23.0418,2020-02-03,0,0,0,0
,Burkina Faso,12.2383,-1.5616,2020-02-03,0,0,0,0
,Bulgaria,42.7339,25.4858,2020-02-03,0,0,0,0
Prince Edward Island,Canada,46.5107,-63.4168,2020-02-03,0,0,0,0
,Gambia,13.4432,-15.3101,2020-02-03,0,0,0,0
,Eritrea,15.1794,39.7823,2020-02-03,0,0,0,0
,Germany,51.0,9.0,2020-02-03,12,0,0,12
,Suriname,3.9193,-56.0278,2020-02-03,0,0,0,0
,Sudan,12.8628,30.2176,2020-02-03,0,0,0,0
,Sri Lanka,7.0,81.0,2020-02-03,1,0,0,1
,Spain,40.0,-4.0,2020-02-03,1,0,0,1
,South Africa,-30.5595,22.9375,2020-02-03,0,0,0,0
,Somalia,5.1521,46.1996,2020-02-03,0,0,0,0
,Slovenia,46.1512,14.9955,2020-02-03,0,0,0,0
,Slovakia,48.669,19.699,2020-02-03,0,0,0,0
,Singapore,1.2833,103.8333,2020-02-03,18,0,0,18
,Seychelles,-4.6796,55.492,2020-02-03,0,0,0,0
,Georgia,42.3154,43.3569,2020-02-03,0,0,0,0
,Senegal,14.4974,-14.4524,2020-02-03,0,0,0,0
,Saudi Arabia,24.0,45.0,2020-02-03,0,0,0,0
,San Marino,43.9424,12.4578,2020-02-03,0,0,0,0
,Saint Vincent and the Grenadines,12.9843,-61.2872,2020-02-03,0,0,0,0
,Saint Lucia,13.9094,-60.9789,2020-02-03,0,0,0,0
,Rwanda,-1.9403,29.8739,2020-02-03,0,0,0,0
,Russia,60.0,90.0,2020-02-03,2,0,0,2
,Romania,45.9432,24.9668,2020-02-03,0,0,0,0
,Qatar,25.3548,51.1839,2020-02-03,0,0,0,0
,Portugal,39.3999,-8.2245,2020-02-03,0,0,0,0
,Poland,51.9194,19.1451,2020-02-03,0,0,0,0
,Philippines,13.0,122.0,2020-02-03,2,1,0,1
,Peru,-9.19,-75.0152,2020-02-03,0,0,0,0
,Paraguay,-23.4425,-58.4438,2020-02-03,0,0,0,0
,Sweden,63.0,16.0,2020-02-03,1,0,0,1
,Switzerland,46.8182,8.2275,2020-02-03,0,0,0,0
,Taiwan*,23.7,121.0,2020-02-03,10,0,0,10
,Tanzania,-6.369,34.8888,2020-02-03,0,0,0,0
,Syria,34.802075,38.99681500000001,2020-02-03,0,0,0,0
,Mozambique,-18.665695,35.529562,2020-02-03,0,0,0,0
,Grenada,12.1165,-61.679,2020-02-03,0,0,0,0
,Dominica,15.415,-61.371,2020-02-03,0,0,0,0
,Zimbabwe,-20.0,30.0,2020-02-03,0,0,0,0
,Zambia,-15.4167,28.2833,2020-02-03,0,0,0,0
,Vietnam,16.0,108.0,2020-02-03,8,0,1,7
,Venezuela,6.4238,-66.5897,2020-02-03,0,0,0,0
,Uzbekistan,41.3775,64.5853,2020-02-03,0,0,0,0
,US,37.0902,-95.7129,2020-02-03,11,0,0,11
,Uruguay,-32.5228,-55.7658,2020-02-03,0,0,0,0
,United Kingdom,55.3781,-3.4360000000000004,2020-02-03,8,0,0,8
,Papua New Guinea,-6.315,143.9555,2020-02-03,0,0,0,0
Montserrat,United Kingdom,16.7425,-62.1874,2020-02-03,0,0,0,0
Gibraltar,United Kingdom,36.1408,-5.3536,2020-02-03,0,0,0,0
Channel Islands,United Kingdom,49.3723,-2.3644,2020-02-03,0,0,0,0
Cayman Islands,United Kingdom,19.3133,-81.2546,2020-02-03,0,0,0,0
Bermuda,United Kingdom,32.3078,-64.7505,2020-02-03,0,0,0,0
,United Arab Emirates,24.0,54.0,2020-02-03,5,0,0,5
,Ukraine,48.3794,31.1656,2020-02-03,0,0,0,0
,Uganda,1.0,32.0,2020-02-03,0,0,0,0
,Turkey,38.9637,35.2433,2020-02-03,0,0,0,0
,Tunisia,34.0,9.0,2020-02-03,0,0,0,0
,Trinidad and Tobago,10.6918,-61.2225,2020-02-03,0,0,0,0
,Togo,8.6195,0.8248,2020-02-03,0,0,0,0
,Thailand,15.0,101.0,2020-02-03,19,0,5,14
Isle of Man,United Kingdom,54.2361,-4.5481,2020-02-03,0,0,0,0
,Panama,8.538,-80.7821,2020-02-03,0,0,0,0
,Serbia,44.0165,21.0059,2020-02-03,0,0,0,0
,India,21.0,78.0,2020-02-03,3,0,0,3
,Latvia,56.8796,24.6032,2020-02-03,0,0,0,0
,Kyrgyzstan,41.2044,74.7661,2020-02-03,0,0,0,0
,Kuwait,29.5,47.75,2020-02-03,0,0,0,0
,South Korea,36.0,128.0,2020-02-03,15,0,0,15
,Kenya,-0.0236,37.9062,2020-02-03,0,0,0,0
,Jordan,31.24,36.51,2020-02-03,0,0,0,0
,Japan,36.0,138.0,2020-02-03,20,0,1,19
,Jamaica,18.1096,-77.2975,2020-02-03,0,0,0,0
,Italy,43.0,12.0,2020-02-03,2,0,0,2
,Israel,31.0,35.0,2020-02-03,0,0,0,0
,Ireland,53.1424,-7.6921,2020-02-03,0,0,0,0
,Iraq,33.0,44.0,2020-02-03,0,0,0,0
,Iran,32.0,53.0,2020-02-03,0,0,0,0
,Indonesia,-0.7893,113.9213,2020-02-03,0,0,0,0
,Pakistan,30.3753,69.3451,2020-02-03,0,0,0,0
,Iceland,64.9631,-19.0208,2020-02-03,0,0,0,0
,Hungary,47.1625,19.5033,2020-02-03,0,0,0,0
,Honduras,15.2,-86.2419,2020-02-03,0,0,0,0
,Holy See,41.9029,12.4534,2020-02-03,0,0,0,0
,Haiti,18.9712,-72.2852,2020-02-03,0,0,0,0
,Guyana,5.0,-58.75,2020-02-03,0,0,0,0
,Guinea,9.9456,-9.6966,2020-02-03,0,0,0,0
,Guatemala,15.7835,-90.2308,2020-02-03,0,0,0,0
,Greece,39.0742,21.8243,2020-02-03,0,0,0,0
,Ghana,7.9465,-1.0232,2020-02-03,0,0,0,0
,Lebanon,33.8547,35.8623,2020-02-03,0,0,0,0
,Liberia,6.4281,-9.4295,2020-02-03,0,0,0,0
,Kazakhstan,48.0196,66.9237,2020-02-03,0,0,0,0
,Lithuania,55.1694,23.8813,2020-02-03,0,0,0,0
,Oman,21.0,57.0,2020-02-03,0,0,0,0
,Norway,60.472,8.4689,2020-02-03,0,0,0,0
,North Macedonia,41.6086,21.7453,2020-02-03,0,0,0,0
,Nigeria,9.082,8.6753,2020-02-03,0,0,0,0
,Niger,17.6078,8.0817,2020-02-03,0,0,0,0
,Liechtenstein,47.14,9.55,2020-02-03,0,0,0,0
,New Zealand,-40.9006,174.886,2020-02-03,0,0,0,0
,Netherlands,52.1326,5.2913,2020-02-03,0,0,0,0
Sint Maarten,Netherlands,18.0425,-63.0548,2020-02-03,0,0,0,0
Curacao,Netherlands,12.1696,-68.99,2020-02-03,0,0,0,0
Aruba,Netherlands,12.5186,-70.0358,2020-02-03,0,0,0,0
,Nepal,28.1667,84.25,2020-02-03,1,0,0,1
,Namibia,-22.9576,18.4904,2020-02-03,0,0,0,0
,Nicaragua,12.8654,-85.2072,2020-02-03,0,0,0,0
,Montenegro,42.5,19.3,2020-02-03,0,0,0,0
,Morocco,31.7917,-7.0926,2020-02-03,0,0,0,0
,Luxembourg,49.8153,6.1296,2020-02-03,0,0,0,0
,Madagascar,-18.7669,46.8691,2020-02-03,0,0,0,0
,Malaysia,2.5,112.5,2020-02-03,8,0,0,8
,Malta,35.9375,14.3754,2020-02-03,0,0,0,0
,Mauritania,21.0079,10.9408,2020-02-03,0,0,0,0
,Maldives,3.2028,73.2207,2020-02-03,0,0,0,0
,Mauritius,-20.2,57.5,2020-02-03,0,0,0,0
,Mexico,23.6345,-102.5528,2020-02-03,0,0,0,0
,Moldova,47.4116,28.3699,2020-02-03,0,0,0,0
,Monaco,43.7333,7.4167,2020-02-03,0,0,0,0
,Mongolia,46.8625,103.8467,2020-02-03,0,0,0,0
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,2020-02-04,0,0,0,0
,Sao Tome and Principe,0.18636,6.613081,2020-02-04,0,0,0,0
,Western Sahara,24.2155,-12.8858,2020-02-04,0,0,0,0
,South Sudan,6.877000000000002,31.307,2020-02-04,0,0,0,0
Saint Pierre and Miquelon,France,46.8852,-56.3159,2020-02-04,0,0,0,0
,Yemen,15.552727,48.516388,2020-02-04,0,0,0,0
,Malawi,-13.254307999999998,34.301525,2020-02-04,0,0,0,0
British Virgin Islands,United Kingdom,18.4207,-64.64,2020-02-04,0,0,0,0
,Sierra Leone,8.460555000000001,-11.779889,2020-02-04,0,0,0,0
,Burundi,-3.3731,29.9189,2020-02-04,0,0,0,0
,Botswana,-22.3285,24.6849,2020-02-04,0,0,0,0
,MS Zaandam,0.0,0.0,2020-02-04,0,0,0,0
Turks and Caicos Islands,United Kingdom,21.694000000000006,-71.7979,2020-02-04,0,0,0,0
Anguilla,United Kingdom,18.2206,-63.0686,2020-02-04,0,0,0,0
,Comoros,-11.6455,43.3333,2020-02-04,0,0,0,0
"Bonaire, Sint Eustatius and Saba",Netherlands,12.1784,-68.2385,2020-02-04,0,0,0,0
,Tajikistan,38.861034,71.276093,2020-02-04,0,0,0,0
,Burma,21.9162,95.956,2020-02-04,0,0,0,0
,Tajikistan,38.861034000000004,71.276093,2020-02-04,0,0,0,0
,Cameroon,3.8480000000000003,11.5021,2020-02-04,0,0,0,0
,Canada,56.1304,-106.3468,2020-02-04,0,0,0,0
Heilongjiang,China,47.861999999999995,127.7615,2020-02-04,0,0,4,-4
Henan,China,33.882,113.61399999999999,2020-02-04,0,0,27,-27
Shanghai,China,31.201999999999998,121.4491,2020-02-04,0,0,12,-12
Yunnan,China,24.974,101.48700000000001,2020-02-04,0,0,5,-5
,Czechia,49.8175,15.472999999999999,2020-02-04,0,0,0,0
,Grenada,12.1165,-61.678999999999995,2020-02-04,0,0,0,0
,Mozambique,-18.6657,35.5296,2020-02-04,0,0,0,0
,Syria,34.8021,38.9968,2020-02-04,0,0,0,0
,Timor-Leste,-8.8742,125.7275,2020-02-04,0,0,0,0
,Laos,19.856270000000002,102.495496,2020-02-04,0,0,0,0
Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,2020-02-04,0,0,0,0
,South Sudan,6.8770000000000024,31.307,2020-02-04,0,0,0,0
,Yemen,15.552726999999999,48.516388,2020-02-04,0,0,0,0
,Lesotho,-29.609988,28.233608,2020-02-04,0,0,0,0
,Kosovo,42.602636,20.902977,2020-02-04,0,0,0,0
,Philippines,13.0,122.0,2020-02-04,2,1,0,1
Northwest Territories,Canada,64.8255,-124.8457,2020-02-04,0,0,0,0
,Kenya,-0.0236,37.9062,2020-02-04,0,0,0,0
,South Korea,36.0,128.0,2020-02-04,16,0,0,16
,Kuwait,29.5,47.75,2020-02-04,0,0,0,0
,Kyrgyzstan,41.2044,74.7661,2020-02-04,0,0,0,0
,Latvia,56.8796,24.6032,2020-02-04,0,0,0,0
,Liberia,6.4281,-9.4295,2020-02-04,0,0,0,0
,Liechtenstein,47.14,9.55,2020-02-04,0,0,0,0
,Lithuania,55.1694,23.8813,2020-02-04,0,0,0,0
,Luxembourg,49.8153,6.1296,2020-02-04,0,0,0,0
,Madagascar,-18.7669,46.8691,2020-02-04,0,0,0,0
,Malaysia,2.5,112.5,2020-02-04,10,0,0,10
,Kazakhstan,48.0196,66.9237,2020-02-04,0,0,0,0
,Maldives,3.2028,73.2207,2020-02-04,0,0,0,0
,Mauritania,21.0079,10.9408,2020-02-04,0,0,0,0
,Mauritius,-20.2,57.5,2020-02-04,0,0,0,0
,Mexico,23.6345,-102.5528,2020-02-04,0,0,0,0
,Moldova,47.4116,28.3699,2020-02-04,0,0,0,0
,Monaco,43.7333,7.4167,2020-02-04,0,0,0,0
,Mongolia,46.8625,103.8467,2020-02-04,0,0,0,0
,Montenegro,42.5,19.3,2020-02-04,0,0,0,0
,Morocco,31.7917,-7.0926,2020-02-04,0,0,0,0
,Namibia,-22.9576,18.4904,2020-02-04,0,0,0,0
,Nepal,28.1667,84.25,2020-02-04,1,0,0,1
Aruba,Netherlands,12.5186,-70.0358,2020-02-04,0,0,0,0
,Malta,35.9375,14.3754,2020-02-04,0,0,0,0
Curacao,Netherlands,12.1696,-68.99,2020-02-04,0,0,0,0
,Jordan,31.24,36.51,2020-02-04,0,0,0,0
,Jamaica,18.1096,-77.2975,2020-02-04,0,0,0,0
St Martin,France,18.0708,-63.0501,2020-02-04,0,0,0,0
Martinique,France,14.6415,-61.0242,2020-02-04,0,0,0,0
,France,46.2276,2.2137,2020-02-04,6,0,0,6
,Gabon,-0.8037,11.6094,2020-02-04,0,0,0,0
,Gambia,13.4432,-15.3101,2020-02-04,0,0,0,0
,Georgia,42.3154,43.3569,2020-02-04,0,0,0,0
,Germany,51.0,9.0,2020-02-04,12,0,0,12
,Ghana,7.9465,-1.0232,2020-02-04,0,0,0,0
,Greece,39.0742,21.8243,2020-02-04,0,0,0,0
,Guatemala,15.7835,-90.2308,2020-02-04,0,0,0,0
,Guinea,9.9456,-9.6966,2020-02-04,0,0,0,0
,Japan,36.0,138.0,2020-02-04,22,0,1,21
,Guyana,5.0,-58.75,2020-02-04,0,0,0,0
,Holy See,41.9029,12.4534,2020-02-04,0,0,0,0
,Honduras,15.2,-86.2419,2020-02-04,0,0,0,0
,Hungary,47.1625,19.5033,2020-02-04,0,0,0,0
